date_id,day,month,year,quarter,day_of_week,week_number,is_weekend,is_holiday
20151116,16,11,2015,4,Monday,47,0,0
20151115,15,11,2015,4,Sunday,46,1,0
20151114,14,11,2015,4,Saturday,46,1,0
20151113,13,11,2015,4,Friday,46,0,0
20151112,12,11,2015,4,Thursday,46,0,0
20151111,11,11,2015,4,Wednesday,46,0,0
20151110,10,11,2015,4,Tuesday,46,0,0
20151109,9,11,2015,4,Monday,46,0,0
20151108,8,11,2015,4,Sunday,45,1,0
20151107,7,11,2015,4,Saturday,45,1,0
20151106,6,11,2015,4,Friday,45,0,0
20151105,5,11,2015,4,Thursday,45,0,0
20151104,4,11,2015,4,Wednesday,45,0,0
20151103,3,11,2015,4,Tuesday,45,0,0
20151102,2,11,2015,4,Monday,45,0,0
20151101,1,11,2015,4,Sunday,44,1,0
20151031,31,10,2015,4,Saturday,44,1,0
20151030,30,10,2015,4,Friday,44,0,0
20151029,29,10,2015,4,Thursday,44,0,0
20151028,28,10,2015,4,Wednesday,44,0,0
20151027,27,10,2015,4,Tuesday,44,0,0
20151026,26,10,2015,4,Monday,44,0,0
20151025,25,10,2015,4,Sunday,43,1,0
20151024,24,10,2015,4,Saturday,43,1,0
20151023,23,10,2015,4,Friday,43,0,0
20151022,22,10,2015,4,Thursday,43,0,0
20151021,21,10,2015,4,Wednesday,43,0,0
20151020,20,10,2015,4,Tuesday,43,0,0
20151019,19,10,2015,4,Monday,43,0,0
20151018,18,10,2015,4,Sunday,42,1,0
20151017,17,10,2015,4,Saturday,42,1,0
20151016,16,10,2015,4,Friday,42,0,0
20151015,15,10,2015,4,Thursday,42,0,0
20151014,14,10,2015,4,Wednesday,42,0,0
20151013,13,10,2015,4,Tuesday,42,0,0
20151012,12,10,2015,4,Monday,42,0,0
20151011,11,10,2015,4,Sunday,41,1,0
20151010,10,10,2015,4,Saturday,41,1,0
20151009,9,10,2015,4,Friday,41,0,0
20151008,8,10,2015,4,Thursday,41,0,0
20151007,7,10,2015,4,Wednesday,41,0,0
20151006,6,10,2015,4,Tuesday,41,0,0
20151005,5,10,2015,4,Monday,41,0,0
20151004,4,10,2015,4,Sunday,40,1,0
20151003,3,10,2015,4,Saturday,40,1,0
20151002,2,10,2015,4,Friday,40,0,0
20151001,1,10,2015,4,Thursday,40,0,0
20150930,30,9,2015,3,Wednesday,40,0,0
20150929,29,9,2015,3,Tuesday,40,0,0
20150928,28,9,2015,3,Monday,40,0,0
20150927,27,9,2015,3,Sunday,39,1,0
20150926,26,9,2015,3,Saturday,39,1,0
20150925,25,9,2015,3,Friday,39,0,0
20150924,24,9,2015,3,Thursday,39,0,0
20150923,23,9,2015,3,Wednesday,39,0,0
20150922,22,9,2015,3,Tuesday,39,0,0
20150921,21,9,2015,3,Monday,39,0,0
20150920,20,9,2015,3,Sunday,38,1,0
20150919,19,9,2015,3,Saturday,38,1,0
20150918,18,9,2015,3,Friday,38,0,0
20150917,17,9,2015,3,Thursday,38,0,0
20150916,16,9,2015,3,Wednesday,38,0,0
20150915,15,9,2015,3,Tuesday,38,0,0
20150914,14,9,2015,3,Monday,38,0,0
20150913,13,9,2015,3,Sunday,37,1,0
20150912,12,9,2015,3,Saturday,37,1,0
20150911,11,9,2015,3,Friday,37,0,0
20150910,10,9,2015,3,Thursday,37,0,0
20150909,9,9,2015,3,Wednesday,37,0,0
20150908,8,9,2015,3,Tuesday,37,0,0
20150907,7,9,2015,3,Monday,37,0,0
20150906,6,9,2015,3,Sunday,36,1,0
20150905,5,9,2015,3,Saturday,36,1,0
20150904,4,9,2015,3,Friday,36,0,0
20150903,3,9,2015,3,Thursday,36,0,0
20150902,2,9,2015,3,Wednesday,36,0,0
20150901,1,9,2015,3,Tuesday,36,0,0
20150831,31,8,2015,3,Monday,36,0,0
20150830,30,8,2015,3,Sunday,35,1,0
20150829,29,8,2015,3,Saturday,35,1,0
20150828,28,8,2015,3,Friday,35,0,0
20150827,27,8,2015,3,Thursday,35,0,0
20150826,26,8,2015,3,Wednesday,35,0,0
20150825,25,8,2015,3,Tuesday,35,0,0
20150824,24,8,2015,3,Monday,35,0,0
20150823,23,8,2015,3,Sunday,34,1,0
20150822,22,8,2015,3,Saturday,34,1,0
20150821,21,8,2015,3,Friday,34,0,0
20150820,20,8,2015,3,Thursday,34,0,0
20150819,19,8,2015,3,Wednesday,34,0,0
20150818,18,8,2015,3,Tuesday,34,0,0
20150817,17,8,2015,3,Monday,34,0,0
20150816,16,8,2015,3,Sunday,33,1,0
20150815,15,8,2015,3,Saturday,33,1,0
20150814,14,8,2015,3,Friday,33,0,0
20150813,13,8,2015,3,Thursday,33,0,0
20150812,12,8,2015,3,Wednesday,33,0,0
20150811,11,8,2015,3,Tuesday,33,0,0
20150810,10,8,2015,3,Monday,33,0,0
20150809,9,8,2015,3,Sunday,32,1,0
20150808,8,8,2015,3,Saturday,32,1,0
20150807,7,8,2015,3,Friday,32,0,0
20150806,6,8,2015,3,Thursday,32,0,0
20150805,5,8,2015,3,Wednesday,32,0,0
20150804,4,8,2015,3,Tuesday,32,0,0
20150803,3,8,2015,3,Monday,32,0,0
20150802,2,8,2015,3,Sunday,31,1,0
20150731,31,7,2015,3,Friday,31,0,0
20150730,30,7,2015,3,Thursday,31,0,0
20150729,29,7,2015,3,Wednesday,31,0,0
20150728,28,7,2015,3,Tuesday,31,0,0
20150725,25,7,2015,3,Saturday,30,1,0
20150722,22,7,2015,3,Wednesday,30,0,0
20150720,20,7,2015,3,Monday,30,0,0
20150718,18,7,2015,3,Saturday,29,1,0
20150717,17,7,2015,3,Friday,29,0,0
20150707,7,7,2015,3,Tuesday,28,0,0
20150704,4,7,2015,3,Saturday,27,1,0
20150702,2,7,2015,3,Thursday,27,0,0
20150622,22,6,2015,2,Monday,26,0,0
20150601,1,6,2015,2,Monday,23,0,0
20150525,25,5,2015,2,Monday,22,0,0
20150520,20,5,2015,2,Wednesday,21,0,0
20150416,16,4,2015,2,Thursday,16,0,0
20150415,15,4,2015,2,Wednesday,16,0,0
20150406,6,4,2015,2,Monday,15,0,0
20150223,23,2,2015,1,Monday,9,0,0
20150117,17,1,2015,1,Saturday,3,1,0
20150110,10,1,2015,1,Saturday,2,1,0
20141111,11,11,2014,4,Tuesday,46,0,0
20140820,20,8,2014,3,Wednesday,34,0,0
20140224,24,2,2014,1,Monday,9,0,0
20140121,21,1,2014,1,Tuesday,4,0,0
20140118,18,1,2014,1,Saturday,3,1,0
